Country,Score,Rank,Year,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption
Moldova,5.888999939,52,2015,8.398367882,0.813019156,61.05904007,0.627644598,-0.030135214,0.940116942
Paraguay,5.877999783,53,2015,8.90537262,0.934382915,62.60280609,0.827634394,0.13863562,0.835253954
Kazakhstan,5.855000019,54,2015,10.01734543,0.85793215,61.97776413,0.806289375,-0.146020964,0.831896722
Slovenia,5.84800005,55,2015,10.20876789,0.921418846,70.27749634,0.893630147,0.025451683,0.905746996
Lithuania,5.833000183,56,2015,10.09305096,0.914543092,65.14296722,0.518777668,-0.262695521,0.94934988
Nicaragua,5.828000069,57,2015,8.394598007,0.866077125,65.5717926,0.842583954,0.057038266,0.659991443
Peru,5.823999882,58,2015,9.335644722,0.795961261,65.10280609,0.709970593,-0.105952635,0.870894253
Belarus,5.813000202,59,2015,9.739522934,0.90424639,65.31640625,0.676215351,-0.155937225,0.663580894
Poland,5.790999889,60,2015,10.02656937,0.923779786,66.8685379,0.820261478,-0.083380409,0.899024069
Malaysia,5.769999981,61,2015,10.02445984,0.83605814,64.87776184,0.819335401,0.123845533,0.799506307
Croatia,5.758999825,62,2015,9.894703865,0.721195042,67.19452667,0.561857462,-0.227092102,0.927221537
Libya,5.754000187,63,2015,10.04464436,0.856343389,64.15023041,0.711605787,-0.063872688,0.791240275
Russia,5.71600008,64,2015,10.06364918,0.905622959,62.90205765,0.664272606,-0.293708861,0.91811955
Jamaica,5.709000111,65,2015,9.06029129,0.869927585,63.5576973,0.79483813,-0.026594903,0.929296434
Northern Cyprus,5.695000172,66,2015,10.27952957,0.835996509,72.09121704,0.781416118,0.036134291,0.739694595
Cyprus,5.68900013,67,2015,10.27973652,0.761833668,72.09119415,0.702155411,0.09289097,0.868416131
Algeria,5.605000019,68,2015,9.455523491,0.839197159,61.03742599,0.587427616,-0.196885318,0.690593839
Kosovo,5.589000225,69,2015,9.033013344,0.72779119,61.53123093,0.551094532,0.063317873,0.890650392
Turkmenistan,5.547999859,70,2015,9.514340401,0.901644766,58.18998337,0.767969668,-0.080590613,0.477589399
Mauritius,5.477000237,71,2015,9.66497612,0.800414801,64.35600281,0.848193765,0.183148637,0.846660137
Hong Kong,5.473999977,72,2015,10.82519627,0.831005275,75.33320618,0.881796002,0.205162376,0.378210962
Estonia,5.428999901,73,2015,10.10687923,0.902161717,66.67274475,0.742147267,-0.185988992,0.725389659
Indonesia,5.399000168,74,2015,9.11515522,0.843119502,61.77002335,0.758497059,0.358301342,0.965671659
Vietnam,5.360000134,75,2015,8.513903618,0.769831121,65.70241547,0.880241632,-0.082101293,0.800449133
Turkey,5.331999779,76,2015,9.828620911,0.784110665,65.15909576,0.532750309,-0.140608296,0.716508508
Kyrgyzstan,5.285999775,77,2015,8.02986145,0.869982958,62.23798752,0.728769124,0.0851717,0.898709774
Nigeria,5.268000126,78,2015,8.581940651,0.766502976,44.5024147,0.642027199,0.049648058,0.901891947
Bhutan,5.252999783,79,2015,8.937794685,0.85019356,59.46221542,0.821066856,0.31337887,0.721267045
Azerbaijan,5.211999893,80,2015,9.714889526,0.780594885,61.86105728,0.667600513,-0.197177783,0.71144712
Pakistan,5.193999767,81,2015,8.401280403,0.56099695,57.31555939,0.431113124,0.131411329,0.800080299
Jordan,5.191999912,82,2015,9.341126442,0.829220474,63.88249588,0.702051938,-0.155857444,0.739490986
Montenegro,5.191999912,83,2015,9.563103676,0.767028749,64.92379761,0.489533782,-0.091248989,0.739453733
China,5.139999866,84,2015,9.304759026,0.784289658,68.22540283,0.806748092,-0.192273229,0.921661675
Zambia,5.129000187,85,2015,8.017899513,0.771449447,49.53158569,0.779519558,-0.047413018,0.768379211
Romania,5.124000072,86,2015,9.774851799,0.758771718,66.50250244,0.648988664,-0.121627659,0.955407202
Serbia,5.123000145,87,2015,9.398003578,0.810658693,65.76023865,0.507057428,-0.051987793,0.924258709
Portugal,5.102000237,88,2015,10.13191414,0.865035653,70.34319305,0.804582655,-0.12198893,0.948616803
Latvia,5.09800005,89,2015,9.988462448,0.84670198,64.89342499,0.597793043,-0.064748697,0.865469456
Philippines,5.072999954,90,2015,8.7382164,0.821355104,59.71776581,0.909655869,0.02117095,0.771370053
Somaliland region,5.05700016,91,2015,7.153598785,0.786291242,54.5717392,0.758219004,0.342846304,0.333831728
Morocco,5.013000011,92,2015,8.828556061,0.656091809,60.74400711,0.711826742,-0.205148399,0.830441535
Macedonia,5.006999969,93,2015,9.391802788,0.807589412,65.2935791,0.633710921,-0.012261267,0.881372929
Mozambique,4.971000195,94,2015,6.830506802,0.817624569,42.01796722,0.639206827,-0.013400467,0.718758941
Albania,4.959000111,95,2015,9.269684792,0.724589467,68.10516357,0.655295372,-0.114963196,0.864195228
Bosnia and Herzegovina,4.948999882,96,2015,9.127297401,0.772723079,67.29405975,0.404013067,0.018851038,0.96208638
Lesotho,4.897999763,97,2015,7.726869583,0.823816776,41.46899033,0.617677569,-0.088091478,0.767806828
Dominican Republic,4.885000229,98,2015,9.320871353,0.878730476,62.86550903,0.863431692,-0.020835144,0.740419924
Laos,4.875999928,99,2015,8.386667252,0.696789563,58.55966568,0.881633818,0.23962976,0.581939816
Mongolia,4.874000072,100,2015,9.114892006,0.932632506,60.49633408,0.730179667,0.125812963,0.923489034
Swaziland,4.867000103,101,2015,8.758875847,0.837149739,41.45229721,0.60715723,-0.064330176,0.917250097
Greece,4.856999874,102,2015,10.11398029,0.776989996,70.59382629,0.3893435,-0.296234518,0.943570375
Lebanon,4.839000225,103,2015,9.720262527,0.722774923,69.05265045,0.638060689,-0.018669959,0.893160641
Hungary,4.800000191,104,2015,10.01245022,0.891359627,66.14646912,0.620951176,-0.133663744,0.922032177
Honduras,4.788000107,105,2015,8.400954247,0.787114561,63.83577728,0.697187304,-0.003769332,0.857674539
Tajikistan,4.785999775,106,2015,7.772919655,0.746090591,59.45213318,0.764237046,-0.004448545,0.727163494
Tunisia,4.738999844,107,2015,9.277225494,0.640722752,65.38324738,0.565508366,-0.214552879,0.865064383
Palestinian Territories,4.715000153,108,2015,8.411239624,0.775415063,62.57299042,0.548720658,-0.153341115,0.761463284
Bangladesh,4.693999767,109,2015,7.794554234,0.568101943,60.45843124,0.7035622,-0.026702447,0.766768396
Iran,4.68599987,110,2015,9.668617249,0.615646005,63.94233704,0.601222098,0.187480807,0.872899294
Ukraine,4.681000233,111,2015,9.025622368,0.891627014,63.06974411,0.554642737,-0.102233365,0.918812096
Iraq,4.677000046,112,2015,9.597179413,0.730690718,60.48497391,0.316307664,-0.068610668,0.747490406
South Africa,4.642000198,113,2015,9.397891998,0.884039044,48.72331238,0.631331921,-0.144167513,0.825083375
Ghana,4.632999897,114,2015,8.248454094,0.672270358,53.2201004,0.717999041,-0.003012762,0.896755815
Zimbabwe,4.610000134,115,2015,7.406627178,0.820347726,50.81447601,0.561648965,-0.055083856,0.837821662
Liberia,4.571000099,116,2015,6.794080734,0.718442142,51.07692719,0.586973429,0.01318133,0.867055357
India,4.565000057,117,2015,8.553243637,0.547424018,57.33843994,0.693752706,0.040021516,0.831295848
Sudan,4.550000191,118,2015,8.173327446,0.812500715,52.04427719,0.411947906,-0.054138005,0.733679295
Haiti,4.518000126,119,2015,7.39355135,0.698881328,52.75584412,0.548023701,0.290374666,0.693881452
Congo (Kinshasa),4.517000198,120,2015,6.575788021,0.80711633,42.26185608,0.530760586,0.019170895,0.845018506
Nepal,4.513999939,121,2015,7.679401398,0.749808073,59.26979446,0.6794855,0.113942973,0.872201622
Ethiopia,4.512000084,122,2015,7.160531044,0.64062649,54.63772202,0.728508353,0.012704879,0.72755444
Sierra Leone,4.506999969,123,2015,7.588256359,0.788047135,38.71850967,0.703749299,-0.023317855,0.826642513
Mauritania,4.43599987,124,2015,7.967893124,0.75172925,51.68142319,0.546195149,-0.018092966,0.689360321
Kenya,4.419000149,125,2015,7.693935394,0.806096613,53.69089508,0.716796398,0.180582553,0.873276055
Djibouti,4.368999958,126,2015,7.925537109,0.635599375,51.83212662,0.753407061,-0.06644503,0.520932198
Armenia,4.349999905,127,2015,8.931020737,0.713175714,65.09311676,0.504595757,-0.196466073,0.90394932
Botswana,4.331999779,128,2015,9.621862411,0.850481033,40.44430542,0.785856605,-0.163377523,0.76827395
Myanmar,4.30700016,129,2015,7.406867981,0.684642136,56.15213013,0.733888984,0.714598596,0.664478242
Georgia,4.296999931,130,2015,8.850348473,0.549051821,65.07022858,0.701257527,-0.225787327,0.35911262
Malawi,4.291999817,131,2015,6.624955654,0.559834063,46.8711853,0.724750102,0.124512605,0.855265796
Sri Lanka,4.270999908,132,2015,9.136509895,0.814602375,64.30414581,0.825997412,0.222307697,0.820427418
Cameroon,4.251999855,133,2015,7.871113777,0.759524286,47.17487717,0.784092605,-0.034369841,0.8741166
Bulgaria,4.217999935,134,2015,9.678918839,0.851111531,66.41539001,0.606480479,-0.144828111,0.951871812
Egypt,4.193999767,135,2015,9.279253006,0.70055151,61.01789093,0.480315715,-0.152834252,0.86559093
Yemen,4.077000141,136,2015,8.251256943,0.672852993,53.19565964,0.653760672,-0.180259421,0.841382504
Angola,4.032999992,137,2015,8.899051666,0.748090804,44.74675369,0.414821655,-0.13945888,0.852977574
Mali,3.994999886,138,2015,7.375196457,0.821398139,46.15608597,0.684941113,-0.05748361,0.770213306
Congo (Brazzaville),3.989000082,139,2015,8.656470299,0.665292799,49.9386673,0.709688842,-0.138893738,0.780755758
Comoros,3.95600009,140,2015,7.308703423,0.719723403,51.84083939,0.533712983,-0.074720189,0.650761902
Uganda,3.930999994,141,2015,7.222754955,0.862366378,50.9541893,0.750114858,0.072929263,0.850681484
Senegal,3.904000044,142,2015,7.69475174,0.796631932,54.45160294,0.665155351,-0.031519197,0.796140671
Gabon,3.895999908,143,2015,9.826323509,0.766905248,54.39090729,0.619073987,-0.209595174,0.790168822
Niger,3.845000029,144,2015,6.788557053,0.711303651,49.45306396,0.768748879,-0.050010554,0.71819222
Cambodia,3.819000006,145,2015,7.987250805,0.650393963,60.8017807,0.9447667,0.216356635,0.850991607
Tanzania,3.780999899,146,2015,7.450170517,0.80773747,52.52743912,0.628215134,0.140382797,0.874734104
Madagascar,3.680999994,147,2015,7.214238644,0.667438149,55.60094833,0.498301804,-0.025285151,0.837115884
Central African Republic,3.677999973,148,2015,6.81646204,0.387390912,41.13923645,0.780017793,0.006486155,0.834498882
Chad,3.667000055,149,2015,7.624094486,0.706260622,44.14233398,0.539253175,-0.062716626,0.882297575
Guinea,3.655999899,150,2015,7.109761238,0.582225323,47.39408493,0.674199939,0.067727126,0.773580968
Ivory Coast,3.654999971,151,2015,8.002469063,0.710675657,44.20557022,0.760915637,-0.040122166,0.682073474
Burkina Faso,3.586999893,152,2015,7.367134094,0.744521439,48.51991272,0.690965474,-0.020036876,0.762613952
Afghanistan,3.575000048,153,2015,7.556314945,0.514354289,49.68011475,0.538429558,0.167474508,0.81187737
Rwanda,3.464999914,154,2015,7.256647587,0.711745381,54.20740128,0.877933145,-0.008843509,0.092307568
Benin,3.339999914,155,2015,7.454632759,0.535738528,50.24900818,0.775939822,-0.064318918,0.838918984
Syria,3.006000042,156,2015,8.609065056,0.586476564,64.80529022,0.465099275,0.302973658,0.666497231
Burundi,2.904999971,157,2015,6.622704983,0.56173259,46.81126785,0.428722262,-0.045688577,0.806447208
Togo,2.838999987,158,2015,7.215558529,0.446059346,48.99629974,0.662128508,-0.08437521,0.795855284
Denmark,7.526000023,1,2016,1.441784382,1.163744926,0.795040131,0.57941258,0.361709565,0.444532186
Switzerland,7.508999825,2,2016,1.527334213,1.145236492,0.863029063,0.585571766,0.280825347,0.412032723
Iceland,7.500999928,3,2016,1.426655412,1.183259368,0.867332816,0.566242337,0.476783901,0.149747416
Norway,7.498000145,4,2016,1.577440143,1.126895666,0.795789361,0.596085906,0.378948092,0.357757896
Finland,7.413000107,5,2016,1.40597868,1.134640336,0.81091392,0.571036816,0.254919082,0.410039783
Canada,7.403999805,6,2016,1.440147758,1.096098185,0.827603579,0.57370019,0.44834137,0.313291997
Netherlands,7.339000225,7,2016,1.46468389,1.02912271,0.812308967,0.552113593,0.474157631,0.299268067
New Zealand,7.334000111,8,2016,1.360661983,1.172781706,0.830957234,0.581473291,0.494010955,0.419043779
Australia,7.313000202,9,2016,1.444426179,1.104755282,0.851203442,0.568365872,0.474068999,0.323306561
Sweden,7.290999889,10,2016,1.45181036,1.087640166,0.831212401,0.582184851,0.382537901,0.408665925
Israel,7.267000198,11,2016,1.33766067,0.995372832,0.849171937,0.36432001,0.322876483,0.087278329
Austria,7.118999958,12,2016,1.450382471,1.083832502,0.805645227,0.543551922,0.328647077,0.213483572
United States,7.104000092,13,2016,1.507962227,1.047815084,0.778997898,0.481630385,0.410768449,0.148683056
Costa Rica,7.086999893,14,2016,1.068794847,1.021524072,0.761464834,0.552250743,0.225525066,0.105465144
Puerto Rico,7.039000034,15,2016,1.35943079,1.081130385,0.77758044,0.468232125,0.222022176,0.122752629
Germany,6.993999958,16,2016,1.447866678,1.097738504,0.814869463,0.534662247,0.304522663,0.285507739
Brazil,6.952000141,17,2016,1.08754158,1.039377689,0.61415261,0.404254824,0.157763064,0.141658947
Belgium,6.928999901,18,2016,1.425390482,1.052487135,0.819593668,0.513537586,0.242399335,0.262475789
Ireland,6.907000065,19,2016,1.483413577,1.161568046,0.814548731,0.540084302,0.449628145,0.29753685
Luxembourg,6.870999813,20,2016,1.69752419,1.039993048,0.845419347,0.548702359,0.275711238,0.353293061
Mexico,6.777999878,21,2016,1.115080833,0.714603782,0.711434186,0.377086431,0.117354617,0.183547229
Singapore,6.738999844,22,2016,1.645546436,0.867575824,0.947188199,0.48769936,0.327062637,0.469869375
United Kingdom,6.724999905,23,2016,1.402830243,1.086715817,0.809905171,0.500359237,0.501563191,0.273989618
Chile,6.704999924,24,2016,1.216696262,0.905871034,0.818833172,0.377893388,0.315953463,0.114507757
Panama,6.701000214,25,2016,1.183057308,0.989121318,0.708346546,0.489274472,0.241801292,0.084229752
Argentina,6.650000095,26,2016,1.15136528,1.06612432,0.697112739,0.422835112,0.109889276,0.072960153
Czech Republic,6.596000195,27,2016,1.309153438,1.007931709,0.763755083,0.41417706,0.099286601,0.03985557
United Arab Emirates,6.572999954,28,2016,1.573521495,0.871136844,0.729932189,0.56214571,0.265909791,0.355612397
Uruguay,6.545000076,29,2016,1.181572676,1.031425357,0.721826971,0.543876708,0.180556223,0.213936999
Malta,6.487999916,30,2016,1.307815313,1.098792076,0.803154051,0.549941838,0.56236583,0.17554386
Colombia,6.480999947,31,2016,1.030316114,1.021694183,0.596591532,0.447348237,0.156259283,0.053988829
France,6.478000164,32,2016,1.394883513,1.005080104,0.837949932,0.465618432,0.121603429,0.178082541
Thailand,6.473999977,33,2016,1.08929646,1.044767976,0.649153352,0.495529205,0.586960733,0.028332459
Saudi Arabia,6.379000187,34,2016,1.489526391,0.848290741,0.592667282,0.379041046,0.154574409,0.300076246
Taiwan,6.379000187,35,2016,1.397285581,0.926242232,0.795653343,0.323774934,0.254951417,0.066301078
Qatar,6.375,36,2016,1.824265599,0.879637301,0.717229843,0.566785216,0.323877066,0.480493426
Spain,6.361000061,37,2016,1.342530847,1.129446745,0.878959715,0.375447303,0.176649779,0.061372794
Algeria,6.355000019,38,2016,1.052660227,0.83308512,0.618043005,0.210056841,0.070441589,0.161569893
Guatemala,6.323999882,39,2016,0.834544599,0.871189952,0.540386319,0.503786147,0.288083464,0.087014526
Suriname,6.269000053,40,2016,1.096858859,0.778662622,0.50933373,0.522341907,0.166648671,0.12692143
Kuwait,6.238999844,41,2016,1.617141366,0.877582967,0.635688484,0.431660771,0.159652606,0.236691728
Bahrain,6.217999935,42,2016,1.440244079,0.94396764,0.656957924,0.473753095,0.171470031,0.257721454
Trinidad and Tobago,6.168000221,43,2016,1.325716496,0.985685587,0.526080966,0.484528571,0.319347799,0.012409157
Venezuela,6.084000111,44,2016,1.133673549,1.033022523,0.619042635,0.198472604,0.042504366,0.083041303
Slovakia,6.078000069,45,2016,1.279725552,1.082675695,0.703670502,0.233906135,0.138371661,0.029473193
El Salvador,6.06799984,46,2016,0.87369591,0.809750974,0.59600395,0.372685879,0.088773847,0.106125608
Malaysia,6.005000114,47,2016,1.251420617,0.880245805,0.623655319,0.390308052,0.414735854,0.090813398
Nicaragua,5.992000103,48,2016,0.693838418,0.895209551,0.652131021,0.465823591,0.297732264,0.162916645
Uzbekistan,5.986999989,49,2016,0.735912979,1.168096423,0.50163275,0.60848254,0.343264252,0.283327252
Italy,5.977000237,50,2016,1.354946852,1.041667461,0.851017892,0.188266635,0.166838825,0.02555649
Ecuador,5.975999832,51,2016,0.973064899,0.859740674,0.686129689,0.402699977,0.100736052,0.180371672
Belize,5.955999851,52,2016,0.876162708,0.686545849,0.455687672,0.512311637,0.236840621,0.1077113
Japan,5.921000004,53,2016,1.38007319,1.060541987,0.914910614,0.467606604,0.102243334,0.189853474
Kazakhstan,5.919000149,54,2016,1.229428291,0.955435932,0.573857725,0.40520218,0.150109679,0.111316212
Moldova,5.896999836,55,2016,0.691769421,0.831317425,0.523085415,0.252024621,0.199973464,0.019030778
Russia,5.855999947,56,2016,1.232281923,1.052608132,0.589905679,0.326817214,0.02736127,0.035856802
Poland,5.835000038,57,2016,1.245846987,1.04684782,0.690581024,0.45190239,0.144434735,0.054995816
South Korea,5.835000038,58,2016,1.359476805,0.721935272,0.886448503,0.251680881,0.188236162,0.077156268
Bolivia,5.822000027,59,2016,0.79421556,0.837788463,0.469702065,0.509607852,0.216978401,0.077457048
Lithuania,5.813000202,60,2016,1.269200087,1.064109921,0.646744013,0.18928887,0.020247009,0.018196519
Belarus,5.802000046,61,2016,1.130622387,1.049929738,0.631036282,0.290910363,0.139418796,0.174569637
Northern Cyprus,5.770999908,62,2016,1.311412096,0.81825912,0.841418028,0.435961962,0.263217747,0.165783241
Slovenia,5.768000126,63,2016,1.29946506,1.056134582,0.791508019,0.531639218,0.257384598,0.036349814
Peru,5.743000031,64,2016,0.996017814,0.812553644,0.629942834,0.375016838,0.145270541,0.052919939
Turkmenistan,5.657999992,65,2016,1.080170751,1.038174391,0.440057486,0.374077529,0.225665107,0.284671992
Mauritius,5.647999763,66,2016,1.143722653,0.7569502,0.661886156,0.46144712,0.369510621,0.052029993
Libya,5.614999771,67,2016,1.066875935,0.950764835,0.523042977,0.406719416,0.170868352,0.103392102
Latvia,5.559999943,68,2016,1.217876792,0.950254142,0.639524221,0.279956311,0.174453154,0.088895261
Cyprus,5.546000004,69,2016,1.318565488,0.706973851,0.848804116,0.295066029,0.279059798,0.052277435
Paraguay,5.538000107,70,2016,0.893729806,1.111106753,0.582954884,0.46235162,0.252958059,0.073959857
Romania,5.527999878,71,2016,1.169700027,0.728026032,0.67602092,0.367121756,0.128893197,0.006788756
Estonia,5.517000198,72,2016,1.279636979,1.051626801,0.680980504,0.415114403,0.084225267,0.185190409
Jamaica,5.510000229,73,2016,0.893330693,0.963718593,0.5946877,0.435969591,0.222449809,0.042939641
Croatia,5.487999916,74,2016,1.186485887,0.608087182,0.705240667,0.239070639,0.184344918,0.040024605
Hong Kong,5.458000183,75,2016,1.510701537,0.870208204,0.952773213,0.480789185,0.400968164,0.316466331
Somalia,5.440000057,76,2016,0,0.336134076,0.114662275,0.567781329,0.272246689,0.311798036
Kosovo,5.401000023,77,2016,0.901451945,0.660622716,0.540003181,0.143963769,0.279919446,0.065471202
Turkey,5.388999939,78,2016,1.164921641,0.87717098,0.647183418,0.238888025,0.0470687,0.123479202
Indonesia,5.31400013,79,2016,0.951040626,0.87625128,0.493741304,0.392365605,0.565213919,0.003222997
Jordan,5.302999973,80,2016,0.996726453,0.862160563,0.607119262,0.360229939,0.142622128,0.132970601
Azerbaijan,5.290999889,81,2016,1.123732328,0.76042366,0.545036376,0.353265971,0.056396302,0.179136723
Philippines,5.278999805,82,2016,0.812171459,0.87877202,0.470356584,0.548538148,0.216740772,0.117567897
China,5.244999886,83,2016,1.027797103,0.793808103,0.735614955,0.440123588,0.049588207,0.027451765
Bhutan,5.196000099,84,2016,0.85269922,0.908361614,0.497591704,0.460738599,0.485455036,0.161598593
Kyrgyzstan,5.184999943,85,2016,0.560443997,0.954338312,0.554490626,0.402119219,0.384315312,0.047621343
Serbia,5.177000046,86,2016,1.034370899,0.813292861,0.645801246,0.157181978,0.20736517,0.043391395
Bosnia and Herzegovina,5.163000107,87,2016,0.93382591,0.643669307,0.707662225,0.095113359,0.298890561,0
Montenegro,5.160999775,88,2016,1.078377247,0.741729081,0.635325789,0.151106626,0.171912715,0.12721251
Dominican Republic,5.15500021,89,2016,1.027870893,0.994959295,0.576689005,0.522585511,0.212857142,0.12371701
Morocco,5.151000023,90,2016,0.840575635,0.385954618,0.594714701,0.256462544,0.040528033,0.084042557
Hungary,5.144999981,91,2016,1.241419196,0.9316383,0.676083803,0.197703317,0.098998934,0.044721223
Pakistan,5.131999969,92,2016,0.688163638,0.261352569,0.403063834,0.146219745,0.311846018,0.138804361
Lebanon,5.129000187,93,2016,1.122678638,0.641836703,0.761709571,0.262280792,0.236933082,0.030606575
Portugal,5.123000145,94,2016,1.276074409,0.943668902,0.793625772,0.447265118,0.116906412,0.015205773
Macedonia,5.120999813,95,2016,1.019297957,0.782356858,0.64737922,0.276682049,0.235072523,0.070470847
Vietnam,5.06099987,96,2016,0.740374327,0.79116708,0.661565065,0.559541166,0.250752568,0.115562074
Somaliland region,5.05700016,97,2016,0.255577445,0.758623481,0.331076115,0.391295016,0.514790654,0.367940843
Tunisia,5.045000076,98,2016,0.977238595,0.431648046,0.595766008,0.235527888,0.039361522,0.081698492
Greece,5.032999992,99,2016,1.248862028,0.754731655,0.800289333,0.058221195,0,0.041272469
Tajikistan,4.995999813,100,2016,0.488349199,0.756024659,0.531185448,0.434081018,0.259979695,0.135088935
Mongolia,4.907000065,101,2016,0.988527238,1.089830875,0.554693222,0.35971877,0.345385551,0.032850172
Laos,4.875999928,102,2016,0.680423439,0.549695015,0.382905632,0.521675408,0.43078813,0.224229053
Nigeria,4.875,103,2016,0.752163231,0.644979417,0.05107902,0.278538823,0.232186615,0.030501828
Honduras,4.870999813,104,2016,0.694292605,0.755958438,0.583828628,0.267550528,0.204403043,0.069061995
